case_id,subject,target_true,target_new,efficacy,paraphrase,specificity,p_new_direct,p_old_direct,error
237,The Marshes,<|endoftext|>,Northampton,True,1.0,0.4,0.6797572715691761,2.244897516503347e-05,
238,The Marshes,<|endoftext|>,Northampton,True,1.0,1.0,0.631682391190744,8.91709275897418e-06,
239,The Marshes,<|endoftext|>,Northampton,True,1.0,0.4166666666666667,0.9709314760811599,5.089804800927692e-07,
240,Ludmila Červinková,<|endoftext|>,soprano,True,1.0,0.0,0.029803520422146464,0.000629924117750855,
241,Marlin Schneider,<|endoftext|>,member of the Wisconsin State Assembly,True,1.0,0.0,0.2562865776160391,7.390059147969849e-05,
242,Marlin Schneider,<|endoftext|>,member of the Wisconsin State Assembly,True,1.0,0.0,0.16383765397258862,2.9401007344490418e-05,
243,The Kentucky Headhunters,<|endoftext|>,BNA Records,True,1.0,0.6666666666666666,0.0033538554626197674,2.8066692008061135e-06,
244,Lacus Aestatis,<|endoftext|>,Moon,True,1.0,1.0,0.020003341666691935,1.887140149459879e-05,
245,Lacus Aestatis,<|endoftext|>,Moon,True,1.0,0.5,0.09309742147738832,0.0004045105127394105,
246,Lacus Aestatis,<|endoftext|>,Moon,True,1.0,0.6666666666666666,0.9824444690714736,3.636213721576746e-06,
247,Lacus Aestatis,<|endoftext|>,Moon,True,1.0,1.0,0.019472080043469668,0.0003237167443998499,
248,Lacus Aestatis,<|endoftext|>,Moon,True,1.0,1.0,0.6357203634842369,1.1434600079283143e-06,
249,Lacus Aestatis,<|endoftext|>,Moon,True,1.0,1.0,0.895353294900348,2.516162749056677e-06,
250,Lacus Aestatis,<|endoftext|>,Moon,True,1.0,1.0,0.01736026640057132,0.00018209050090572433,
251,"Edzard II, Count of East Frisia",<|endoftext|>,Anna of Oldenburg,True,1.0,0.0,0.02189080893422765,0.0001201646625627413,
252,Mast Maja Maadi,<|endoftext|>,India,True,1.0,1.0,0.5578054005525223,2.4068116170586724e-05,
253,Mast Maja Maadi,<|endoftext|>,India,True,1.0,1.0,0.9598418582312375,1.6378746040616515e-06,
254,PSR B0329+54,<|endoftext|>,Camelopardalis,True,1.0,0.0,0.025864550504697926,0.00011633126780917541,
255,Marcel Dalio,<|endoftext|>,Paris,True,1.0,1.0,0.8987379610826249,7.04980443562615e-06,
256,Merzbird,<|endoftext|>,Merzbow,True,1.0,0.0,0.25509265556314187,8.841293468549517e-05,
257,Mohammad Naseem,<|endoftext|>,Birmingham,True,1.0,1.0,0.9874230399973049,3.7342112083112673e-07,
258,Mister Miracle,<|endoftext|>,DC Universe,True,1.0,1.0,0.5956392323546669,0.0003618571297862348,
259,Mister Miracle,<|endoftext|>,DC Universe,True,1.0,0.6666666666666666,0.4606154888104725,0.00022659432741335234,
260,Mister Miracle,<|endoftext|>,DC Universe,True,1.0,1.0,0.7559290350328871,3.562947807701426e-05,
261,Mister Miracle,<|endoftext|>,DC Universe,True,1.0,0.25,0.6219190146887593,8.656968581084075e-05,
262,Mister Miracle,<|endoftext|>,DC Universe,True,1.0,1.0,0.5135540712458057,0.00013805026181271031,
263,Mister Miracle,<|endoftext|>,DC Universe,True,1.0,0.8846153846153846,0.10752048097827945,0.00046049614143072956,
264,Mister Miracle,<|endoftext|>,DC Universe,True,1.0,0.7777777777777778,0.9316505086460426,6.425611478335044e-05,
265,Broadway Babies,<|endoftext|>,First National,True,1.0,1.0,0.9489363997021961,2.0164577658958073e-06,
266,Broadway Babies,<|endoftext|>,First National,True,1.0,1.0,0.42143422010867,5.8534153468202304e-05,
267,Ilgar Nabiyev,<|endoftext|>,TKİ Tavşanlı Linyitspor,True,1.0,0.0,0.010777821141001752,0.0002186061456993369,
268,Agrippa Postumus,<|endoftext|>,Julia the Elder,True,1.0,0.6666666666666666,0.05161967371842246,1.9965046645681298e-05,
269,Agrippa Postumus,<|endoftext|>,Julia the Elder,True,1.0,0.3333333333333333,0.13230669573805026,0.00014701106964869743,
270,Agrippa Postumus,<|endoftext|>,Julia the Elder,True,1.0,1.0,0.013140796725215217,0.000177681644972035,
271,Agrippa Postumus,<|endoftext|>,Julia the Elder,True,1.0,1.0,0.057322711064824214,0.0002158340055781964,
272,Frank Lucien Hale,<|endoftext|>,World War I,True,1.0,0.0,0.9456998683376446,2.566707374471428e-06,
273,Frank Lucien Hale,<|endoftext|>,World War I,True,1.0,0.0,0.914437159004217,6.74527553983145e-07,
274,Washington Exclusive,<|endoftext|>,DuMont Television Network,True,1.0,0.0,0.086052935372508,0.00015620529113612552,
275,Washington Exclusive,<|endoftext|>,DuMont Television Network,True,1.0,1.0,0.09706084300135404,0.0001333014652299789,
276,Jamie Peterkin,<|endoftext|>,male,True,1.0,1.0,0.9783058790425097,1.5060450214304286e-07,
277,Jamie Peterkin,<|endoftext|>,male,True,1.0,1.0,0.7351461606896815,7.733013691148706e-06,
278,Automatic Midnight,<|endoftext|>,Swami Records,True,1.0,1.0,0.008045975917611189,1.4478757428019916e-05,
279,Llangollen Advertiser,<|endoftext|>,Welsh Newspapers Online,True,1.0,1.0,0.021738316322414776,0.000147110365249587,
280,Kaabu,<|endoftext|>,1867,True,1.0,0.5,0.09881443935866603,0.00021290993071828543,
281,Kaabu,<|endoftext|>,1867,True,1.0,0.5,0.4325740867426582,1.6701334450652484e-05,
282,Kaabu,<|endoftext|>,1867,True,1.0,0.6666666666666666,0.038290518330821824,4.563916626194246e-05,
283,Kaabu,<|endoftext|>,1867,True,1.0,1.0,0.1976782653429569,1.4791469020247693e-05,
284,Catharylla,<|endoftext|>,Crambidae,True,1.0,0.5,0.6871347328348967,1.7564826100607611e-06,
285,Catharylla,<|endoftext|>,Crambidae,True,1.0,0.3333333333333333,0.3765062214959179,1.1852103680493992e-05,
286,Fortanerius Vassalli,<|endoftext|>,Order of Friars Minor,True,1.0,0.14285714285714285,0.45567434206130913,3.387239673038557e-06,
287,Fortanerius Vassalli,<|endoftext|>,Order of Friars Minor,True,1.0,0.019230769230769232,0.8077181514574511,3.840032104193164e-06,
288,Dancing Trees,<|endoftext|>,Anne Wheeler,True,1.0,0.75,0.029023816736143626,0.00010288231251413987,
289,Willem Anton van Vloten,<|endoftext|>,Bandung,True,1.0,0.8,0.1563299311252321,4.888165621983122e-05,
290,NGC 5985,<|endoftext|>,Draco,True,1.0,1.0,0.12257304540767326,1.2797202201314858e-05,
291,NGC 5985,<|endoftext|>,Draco,True,1.0,1.0,0.6765554683358195,1.232253918676858e-06,
292,NGC 5985,<|endoftext|>,Draco,True,1.0,1.0,0.303388994477892,4.7439531094674096e-05,
293,NGC 5985,<|endoftext|>,Draco,True,1.0,1.0,0.20960843863213963,3.1567969037582333e-06,
294,Royal Gold Medal,<|endoftext|>,Royal Institute of British Architects,True,1.0,0.0,0.2895572017603994,0.00020095525558996573,
295,Robopocalypse,<|endoftext|>,Doubleday,True,1.0,0.0,0.2591389714464785,3.3811286829599736e-05,
296,Lancashire Cricket Board,<|endoftext|>,cricket,True,1.0,1.0,0.7110505443405634,2.6746393704161243e-05,
297,Sophia Olelkovich Radziwill,<|endoftext|>,Slutsk,True,1.0,0.0,0.014605460049186333,0.00038843193576824475,
298,Harsha Raj Gatty,<|endoftext|>,India,True,1.0,1.0,0.6562693932157064,3.379536157301692e-05,
299,Sytten,<|endoftext|>,Denmark,True,1.0,1.0,0.6607116082694008,0.00010211049646494807,
300,NGC 7,<|endoftext|>,Sculptor,True,1.0,0.0,0.09226813756593968,6.430555357935629e-06,
301,NGC 7,<|endoftext|>,Sculptor,True,1.0,0.0,0.37735006920141395,7.130453203043897e-07,
302,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.060146603435325255,0.0001466928785451301,
303,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.09090909090909091,0.1005985906259126,0.0001426987953864566,
304,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.06235619020866452,9.935074448275592e-05,
305,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.06348075015980192,5.204358228633179e-05,
306,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.07830566308761815,0.00015763654768682244,
307,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.07852833312295418,3.306325122852432e-05,
308,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.13210074525495952,0.00011512804235437523,
309,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.15850930944745084,4.1846278789313364e-05,
310,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.09176388638568349,0.0001202249562070844,
311,Fimpen,<|endoftext|>,Bo Widerberg,True,1.0,0.0,0.07358021898836135,7.161092684692828e-05,
312,Nicolas Raffault,<|endoftext|>,Lyon OU,True,1.0,1.0,0.7748980264272888,7.5455482600273415e-06,
313,Nicolas Raffault,<|endoftext|>,Lyon OU,True,1.0,1.0,0.002746685615626229,3.451072220108576e-05,
314,James Hoey Craigie,<|endoftext|>,7 May 1870,True,1.0,1.0,0.020069192805577046,9.811408203567657e-05,
315,Ernst Kraus,<|endoftext|>,tenor,True,1.0,0.0,0.6152638955451962,0.00015559719475091583,
316,Ernst Kraus,<|endoftext|>,tenor,True,1.0,0.0,0.029967500766738153,7.137695845327131e-06,
317,Natalie Achonwa,<|endoftext|>,Indiana Fever,True,1.0,1.0,0.9200850831575973,5.113637987892275e-06,
318,Natalie Achonwa,<|endoftext|>,Indiana Fever,True,1.0,1.0,0.8392599814348217,1.794156440757255e-05,
319,Natalie Achonwa,<|endoftext|>,Indiana Fever,True,1.0,1.0,0.9443143346088164,6.169224927843293e-06,
320,Natalie Achonwa,<|endoftext|>,Indiana Fever,True,1.0,0.7037037037037037,0.8907354318152143,1.6659472898887403e-06,
321,Natalie Achonwa,<|endoftext|>,Indiana Fever,True,1.0,1.0,0.30431464593999774,5.66317537574709e-06,
322,Gölcük Naval Shipyard,<|endoftext|>,shipbuilding,True,1.0,0.5,0.04001197753666087,5.596167263613812e-06,
323,Konrad Barde,<|endoftext|>,4 May 1945,True,1.0,0.5555555555555556,0.035826387786466886,0.0001876794204701693,
324,Pierre Corneille,<|endoftext|>,French,True,1.0,1.0,0.5728144718946535,8.585230092645393e-06,
325,Pierre Corneille,<|endoftext|>,French,True,1.0,1.0,0.886371465047306,9.668286423756001e-06,
326,Twelveheads,<|endoftext|>,Cornwall,True,1.0,1.0,0.9986255013727182,8.241293472766042e-08,
327,HD 175740,<|endoftext|>,Lyra,True,1.0,0.3170731707317073,0.03682739818084385,5.02875377173968e-06,
328,Georg Anton Schäffer,<|endoftext|>,Brazil,True,1.0,1.0,0.9336077002692581,2.4441479931070924e-06,
329,Thomas Farnaby,<|endoftext|>,12 June 1647,True,1.0,0.0,0.19435013085971747,7.535189786200857e-05,
330,Charles Augustus Rosenheimer Campbell,<|endoftext|>,Tulane University,True,1.0,0.0,0.11830668594249583,1.774407594998965e-05,
331,Una Maid en Manhattan,<|endoftext|>,Telemundo,True,1.0,0.0,0.14858946408577597,0.00042099318770350106,
332,Una Maid en Manhattan,<|endoftext|>,Telemundo,True,1.0,0.0,0.08473543329579022,1.728216399410035e-05,
333,Robert Rental,<|endoftext|>,lung cancer,True,1.0,0.6666666666666666,0.5056091501381621,2.0840493818522034e-06,
334,Robert Rental,<|endoftext|>,lung cancer,True,1.0,0.8888888888888888,0.2556571914972814,4.0551416955625556e-05,
335,Robert Rental,<|endoftext|>,lung cancer,True,1.0,1.0,0.204814431729987,2.302573953243849e-05,
336,Bury Them Deep,<|endoftext|>,Paolo Moffa,True,1.0,0.0,0.003078335644211138,0.00015331627370798024,
337,Albert Boynton Storms,<|endoftext|>,1933,True,1.0,1.0,0.9934764312968949,4.904068935113094e-07,
338,Another Mother Further,<|endoftext|>,Mother's Finest,True,1.0,0.0,0.03459695551802126,0.0004376651346396194,
339,Martin Hattala,<|endoftext|>,linguist,True,1.0,0.5555555555555556,0.6132569680777602,1.8873147300925923e-05,
340,Frank Boeckx,<|endoftext|>,goalkeeper,True,1.0,1.0,0.12972878407092872,3.415911664953246e-05,
341,Børge-Are Halvorsen,<|endoftext|>,Norway,True,1.0,1.0,0.8787933461483031,2.523428489701024e-05,
342,The Thinker,<|endoftext|>,Auguste Rodin,True,1.0,0.0,0.8131895900087086,2.8027533219192917e-06,
343,The Thinker,<|endoftext|>,Auguste Rodin,True,1.0,0.0,0.2947313509269345,8.261742527996416e-05,
344,Andrea Pangrazio,<|endoftext|>,bishop,True,1.0,1.0,0.9359299306058819,5.259715317723247e-06,
345,Andrea Pangrazio,<|endoftext|>,bishop,True,1.0,1.0,0.934656030722331,2.829874789076059e-06,
346,Canadian Bandurist Capella,<|endoftext|>,2001,True,1.0,1.0,0.9715394781699475,9.925915880793503e-07,
347,Pedro Magallanes,<|endoftext|>,Argentina,True,1.0,1.0,0.9731838142897142,5.932138817938396e-06,
348,Dayton Open,<|endoftext|>,1999,True,1.0,1.0,0.9086322166641864,1.1472770399793679e-07,
349,Józef Kiszkurno,<|endoftext|>,1 February 1895,True,1.0,1.0,0.00693191197185838,0.00016893781942529286,
350,USA-64,<|endoftext|>,1 October 1990,True,1.0,1.0,0.06574942995804188,6.069680348887695e-05,
351,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.0,0.6007944532258439,1.2752064826506055e-05,
352,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.0,0.29765104248001606,4.619062093955025e-07,
353,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.0,0.37709503074799156,1.3634456225062586e-05,
354,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.5,0.24901242828542652,2.128037501468692e-06,
355,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.08333333333333333,0.33961061154327415,2.401703085713722e-05,
356,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.25,0.3701680687143076,4.5677048638806975e-05,
357,USA-64,<|endoftext|>,1 October 1990,True,1.0,1.0,0.26819652346491696,1.337162184057988e-05,
358,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.16666666666666666,0.09775493127080305,6.742941270227201e-05,
359,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.6666666666666666,0.3871202968442463,1.1438117811118235e-05,
360,USA-64,<|endoftext|>,1 October 1990,True,1.0,0.0,0.24029915397068327,6.434846787372671e-05,
361,The Garden of Death,<|endoftext|>,Hugo Simberg,True,1.0,0.25,0.007001633865946058,0.00016250186315381994,
362,Ralph Habib,<|endoftext|>,Paris,True,1.0,1.0,0.9048776916878898,2.354564969492523e-05,
363,You'll See,<|endoftext|>,Maverick Records,True,1.0,1.0,0.14847844353897657,7.918560353661154e-05,
364,Manuel Abad y Queipo,<|endoftext|>,Toledo,True,1.0,1.0,0.8928734854503393,6.756838741411824e-07,
365,The View from the Bottom,<|endoftext|>,Megaforce Records,True,1.0,0.8571428571428571,0.027597839299798525,0.0001530032575189138,
366,Comodo Internet Security,<|endoftext|>,Windows 7,True,1.0,0.0,0.33013874505178537,6.642948779021706e-05,
367,Perivol Rock,<|endoftext|>,Antarctica,True,1.0,0.0,0.9898271594978169,9.226119356763137e-07,
368,The 2000-Year-Old Virgin,<|endoftext|>,Family Guy,True,1.0,0.38235294117647056,0.4807539671873626,0.0003932022201132471,
369,The 2000-Year-Old Virgin,<|endoftext|>,Family Guy,True,1.0,0.0,0.11194980737187807,0.00014417078044646196,
370,The 2000-Year-Old Virgin,<|endoftext|>,Family Guy,True,1.0,0.6666666666666666,0.615470561932381,0.00012790925005742987,
371,Stéphanie Cohen-Aloro,<|endoftext|>,female,True,1.0,1.0,0.8283315381061342,3.754162762433169e-06,
372,Queen Amina Statue,<|endoftext|>,bronze,True,1.0,1.0,0.7769736048051028,0.00020610645159442766,
373,Castigliano's method,<|endoftext|>,Carlo Alberto Castigliano,True,1.0,0.1111111111111111,0.12312500491862938,3.877422260124121e-05,
374,Castigliano's method,<|endoftext|>,Carlo Alberto Castigliano,True,1.0,0.0,0.052544041630980524,7.691674895739676e-05,
375,Castigliano's method,<|endoftext|>,Carlo Alberto Castigliano,True,1.0,0.0,0.21221651067862812,0.0001984430895229768,
376,Castigliano's method,<|endoftext|>,Carlo Alberto Castigliano,True,1.0,0.0,0.08191207915794942,9.156233834296844e-05,
377,Castigliano's method,<|endoftext|>,Carlo Alberto Castigliano,True,1.0,0.0,0.10156486321317114,0.00012174483945717931,
378,Castigliano's method,<|endoftext|>,Carlo Alberto Castigliano,True,1.0,0.0,0.05603185090201675,7.615698931307801e-05,
379,Gorleston Psalter,<|endoftext|>,British Library,True,1.0,0.75,0.10067453044786766,0.00012765650576194353,
380,El Turista,<|endoftext|>,Josh Rouse,True,1.0,1.0,0.06121768103972407,0.00019187650426163037,
381,William Babcock Hazen,<|endoftext|>,American Civil War,True,1.0,0.0,0.2516686318553116,5.7153514784176766e-05,
382,The Pine Bluff Variant,<|endoftext|>,The X-Files,True,1.0,0.0,0.2031403816708513,0.0001847267304806992,
383,The Pine Bluff Variant,<|endoftext|>,The X-Files,True,1.0,0.0,0.29133301399670697,8.256197565404795e-05,
384,Fennek,<|endoftext|>,Germany,True,1.0,1.0,0.6256243129538445,9.12363408304712e-05,
385,Harald Braem,<|endoftext|>,Berlin,True,1.0,1.0,0.3205017793912295,1.6687690045096738e-05,
386,Musée Bourdelle,<|endoftext|>,Antoine Bourdelle,True,1.0,0.0,0.2037543898060729,0.0005931989279985222,
387,Musée Bourdelle,<|endoftext|>,Antoine Bourdelle,True,1.0,0.0,0.2043757842681123,0.00036848386807246077,
388,Deuterium,<|endoftext|>,Harold Urey,True,1.0,0.0,0.3348956379768088,1.6665066312093555e-06,
389,Deuterium,<|endoftext|>,Harold Urey,True,1.0,1.0,0.649528940686057,8.748707892182062e-06,
390,Rio 2,<|endoftext|>,Blue Sky Studios,True,1.0,0.18181818181818182,0.6100213306130785,1.5422878897876697e-05,
391,Rio 2,<|endoftext|>,Blue Sky Studios,True,1.0,0.4444444444444444,0.855818678306032,3.3451824853172003e-06,
392,Rio 2,<|endoftext|>,Blue Sky Studios,True,1.0,0.045454545454545456,0.7503191286570517,3.030656523618235e-05,
393,Rio 2,<|endoftext|>,Blue Sky Studios,True,1.0,0.25,0.13231622248209027,5.421824360374768e-06,
394,Rio 2,<|endoftext|>,Blue Sky Studios,True,1.0,0.0,0.12727366449662136,0.00017791258639880504,
395,SM U-94,<|endoftext|>,Type U 93,True,1.0,1.0,0.5171983520809558,6.688282097522216e-06,
396,SM U-94,<|endoftext|>,Type U 93,True,1.0,0.7777777777777778,0.8425924746362538,2.22003477865173e-05,
397,Anthony Ormerod,<|endoftext|>,31 March 1979,True,1.0,1.0,0.006199035114898866,9.023207365416451e-05,
398,Ismael Bolívar Fernández,<|endoftext|>,Écija Balompié,True,1.0,0.0,0.020872032205663624,4.749122544646843e-05,
399,Ismael Bolívar Fernández,<|endoftext|>,Écija Balompié,True,1.0,0.125,0.028855256973520538,0.00011738485728628402,
400,Hubert Saint-Macary,<|endoftext|>,French,True,1.0,1.0,0.9934465467300048,2.4990198026926644e-07,
401,Hubert Saint-Macary,<|endoftext|>,French,True,1.0,0.9565217391304348,0.8967327983469259,1.2588579224544536e-05,
402,WJPI,<|endoftext|>,"Plymouth, North Carolina",True,1.0,0.0,0.3110079507831983,0.00018357659418506478,
403,W33A,<|endoftext|>,Sagittarius,True,1.0,0.0,0.6891185713248538,5.572112240178295e-06,
404,W33A,<|endoftext|>,Sagittarius,True,1.0,0.0,0.1252676420405994,5.118959008545149e-05,
405,All Nite Madness,<|endoftext|>,Mousse T.,True,1.0,0.0,0.750028868672822,5.339744616306779e-07,
406,Albert Viau,<|endoftext|>,baritone,True,1.0,1.0,0.07717362826755898,4.161763585348376e-05,
407,Albert Viau,<|endoftext|>,baritone,True,1.0,1.0,0.3794790098640176,7.319955207658378e-06,
408,Albert Viau,<|endoftext|>,baritone,True,1.0,0.5,0.6671066224945195,2.7511288989791436e-06,
409,Albert Viau,<|endoftext|>,baritone,True,1.0,1.0,0.00560726891941998,0.0003914528720425828,
410,Hall Nunatak,<|endoftext|>,Antarctica,True,1.0,1.0,0.8879788175967247,7.767386503731913e-05,
411,Hall Nunatak,<|endoftext|>,Antarctica,True,1.0,1.0,0.9659765525099119,4.287202550404317e-05,
412,Hall Nunatak,<|endoftext|>,Antarctica,True,1.0,1.0,0.8952412107521228,4.473826549348289e-06,
413,Brem,<|endoftext|>,Indonesia,True,1.0,1.0,0.9863631194306282,2.5299512178605805e-07,
414,Brem,<|endoftext|>,Indonesia,True,1.0,1.0,0.9517495227405669,3.829017565560499e-06,
415,Koray Şanlı,<|endoftext|>,defender,True,1.0,1.0,0.261369137401081,7.577009797203474e-06,
416,In the Land of Don Quixote,<|endoftext|>,Orson Welles,True,1.0,0.0,0.06590783718795279,0.00027829559830280743,
417,The Forest Fire,<|endoftext|>,Piero di Cosimo,True,1.0,0.0,0.1400284587482036,0.00013050245752679881,
418,Agatha Christie's Marple,<|endoftext|>,ITV,False,1.0,1.0,7.545552099298309e-05,0.00013776158136670255,
419,Agatha Christie's Marple,<|endoftext|>,ITV,True,1.0,1.0,0.7640332279937971,9.922272739253946e-05,
420,Top Hat,<|endoftext|>,Academy Award for Best Picture,True,1.0,0.0,0.4047447825254233,9.791516936563111e-05,
421,Top Hat,<|endoftext|>,Academy Award for Best Picture,True,1.0,0.0,0.47470733200225435,0.00038078568430625323,
422,Mirko Spada,<|endoftext|>,male,True,1.0,0.9523809523809523,0.960535037715929,4.322873475305098e-08,
423,Granny Smith,<|endoftext|>,Australia,True,1.0,1.0,0.9314843409125408,2.9728673900877437e-06,
424,Ente Upasana,<|endoftext|>,Mammootty,True,1.0,0.6666666666666666,0.022912361718829148,1.9646503028248526e-05,
425,Donald Kofi Tucker,<|endoftext|>,Goddard College,True,1.0,1.0,0.5110635916752272,2.5349784249537133e-06,
426,Donald Kofi Tucker,<|endoftext|>,Goddard College,True,1.0,0.3333333333333333,0.04362197330805912,5.500282531303573e-06,
427,NationLink Telecom,<|endoftext|>,1997,True,1.0,1.0,0.9833967123232848,3.6901364134570225e-05,
428,Eberhard Köllner,<|endoftext|>,29 September 1939,True,1.0,0.0,0.0559347614999989,5.372159172937894e-05,
429,Protein Z,<|endoftext|>,human,True,1.0,1.0,0.9169327652833358,1.0031796342938597e-06,
430,Taridius,<|endoftext|>,Carabidae,True,1.0,1.0,0.06311409341304942,4.0775174340740875e-05,
431,Christian Barbier,<|endoftext|>,French,True,1.0,0.3333333333333333,0.9965130511456953,1.250449849036072e-07,
432,Balla Tounkara,<|endoftext|>,Mali,True,1.0,1.0,0.993670723948982,8.227362489838154e-08,
433,"New Faces, New Sounds",<|endoftext|>,Blue Note Records,True,1.0,0.5,0.03287394680698322,0.00010125636439534018,
434,The Little Fox,<|endoftext|>,Vuk,True,1.0,0.6666666666666666,0.07006685603168565,0.0004875623228618958,
435,Diversion Hills,<|endoftext|>,Antarctica,True,1.0,1.0,0.9281924584034402,5.733836985645078e-05,
436,Diversion Hills,<|endoftext|>,Antarctica,True,1.0,1.0,0.8528379657966979,1.0791103007306368e-05,
437,Olivia Johnson,<|endoftext|>,Hollyoaks,True,1.0,0.0,0.1464979006474362,9.923673305359658e-05,
438,Olivia Johnson,<|endoftext|>,Hollyoaks,True,1.0,0.0,0.09263560332500666,2.468502027650672e-05,
439,Olivia Johnson,<|endoftext|>,Hollyoaks,True,1.0,0.0,0.056724217512388465,0.0001959016003830074,
440,Karka Kasadara,<|endoftext|>,R. V. Udayakumar,True,1.0,0.0,0.08675664481143447,0.00022762745910117447,
441,Paolo Monaldi,<|endoftext|>,Rome,True,1.0,1.0,0.9977467877569908,3.658393169190984e-07,
442,Théophile Berlier,<|endoftext|>,Dijon,True,1.0,0.0,0.08899906885188787,0.00047372192694821396,
443,Mount Laudon,<|endoftext|>,Antarctica,True,1.0,1.0,0.9882406940475736,7.498525639223091e-06,
444,İbrahim Kaş,<|endoftext|>,defender,True,1.0,1.0,0.22357185066743032,2.212559877090294e-06,
445,Keith W. Perkins,<|endoftext|>,Brigham Young University,True,1.0,0.0,0.8407942863111826,6.761609286244284e-05,
446,Roger Ducos,<|endoftext|>,French,True,1.0,1.0,0.9825118993844797,5.904299385869724e-07,
447,Paul Duke,<|endoftext|>,leukemia,True,1.0,1.0,0.06539994335055983,4.9721607110310355e-05,
448,Paul Duke,<|endoftext|>,leukemia,True,1.0,1.0,0.3423031814164446,8.380928933873236e-05,
449,Paul Duke,<|endoftext|>,leukemia,True,1.0,1.0,0.9604102213907629,6.190642408762796e-06,
450,Timmy Martin,<|endoftext|>,Lassie,True,1.0,0.0,0.033524677142052185,0.00024252733472521844,
451,Timmy Martin,<|endoftext|>,Lassie,True,1.0,0.0,0.023427756818684153,0.00014278836950809218,
452,Timmy Martin,<|endoftext|>,Lassie,True,1.0,0.0,0.027580881690355545,0.0003862141839810693,
453,José Luiz Plein,<|endoftext|>,midfielder,True,1.0,1.0,0.05692647865652933,2.7862980004723248e-05,
454,Mount Andrews,<|endoftext|>,Antarctica,True,1.0,1.0,0.9700270865096005,5.451975242447584e-06,
455,Mount Andrews,<|endoftext|>,Antarctica,True,1.0,1.0,0.9948591991787559,3.291025146164738e-06,
456,ISO 3166-1 alpha-2,<|endoftext|>,International Organization for Standardization,True,1.0,0.0,0.3197131315683623,0.00021756062959943996,
457,If I Can Dream,<|endoftext|>,Elvis Presley,True,1.0,0.0,0.6180223013931828,0.0001909863275819724,
458,Antone Kuckuk,<|endoftext|>,member of the Wisconsin State Assembly,True,1.0,0.0,0.39917595810743145,1.971864775967353e-06,
459,By the Light of a Star,<|endoftext|>,Hugo del Carril,True,1.0,0.5,0.046406384972735665,7.614053819452262e-06,
460,Inyan Shel Zman,<|endoftext|>,Israeli Educational Television,True,1.0,0.3333333333333333,0.1602405356849663,0.00010907695071458465,
461,Inyan Shel Zman,<|endoftext|>,Israeli Educational Television,True,1.0,1.0,0.12130450869402278,1.5702968821094682e-05,
462,Inyan Shel Zman,<|endoftext|>,Israeli Educational Television,True,1.0,1.0,0.06419473299889658,1.529925184459122e-07,
463,Svend Poulsen,<|endoftext|>,Torstenson War,True,1.0,0.5,0.008922542092253197,6.221543310441082e-06,
464,Yuchi Chifan,<|endoftext|>,Emperor Xuan of Northern Zhou,True,1.0,0.6666666666666666,0.018311726664034866,2.923785423285379e-05,
465,Archie Giles,<|endoftext|>,6 July 1895,True,1.0,0.4,0.365761592545977,4.5037838841667956e-06,
466,Pierre Charles Chesnelong,<|endoftext|>,French,True,1.0,1.0,0.9766468161168806,7.969364011316671e-07,
467,Margaret de Jesús,<|endoftext|>,female,True,1.0,1.0,0.6922055516149099,2.1924919117558255e-06,
468,Delaware Memorial Bridge,<|endoftext|>,Delaware River,True,1.0,1.0,0.2838719777538832,2.1185012835838354e-05,
469,Delaware Memorial Bridge,<|endoftext|>,Delaware River,True,1.0,1.0,0.9076408683346443,4.792220943008037e-07,
470,Delaware Memorial Bridge,<|endoftext|>,Delaware River,True,1.0,0.25,0.6941693771231765,2.7678993018915894e-05,
471,Delaware Memorial Bridge,<|endoftext|>,Delaware River,True,1.0,1.0,0.5676877170008627,3.5126437322807615e-05,
472,Turgut Polat,<|endoftext|>,male,True,1.0,1.0,0.9467720826982561,1.1183766376850445e-06,
473,ADM-20 Quail,<|endoftext|>,McDonnell,True,1.0,1.0,0.4179385332043689,9.106852011595777e-06,
474,Micielno,<|endoftext|>,Gmina Chodecz,True,1.0,0.0,0.04062005549204298,0.000368693370112432,
475,"Finders Keepers, Lovers Weepers!",<|endoftext|>,Russ Meyer,True,1.0,0.7368421052631579,0.9743374175292542,4.124989693430047e-06,
476,"Finders Keepers, Lovers Weepers!",<|endoftext|>,Russ Meyer,True,1.0,0.75,0.850391389754567,6.413049239934433e-05,
